source,target,oneway,access,width,length,maxspeed,name,lanes,highway,junction,geometry,tunnel,osmid,bridge,ref,area
302932871,302932879,False,,,77.006,,Herweghstraße,,residential,,"LINESTRING (11.6024008 50.9346959, 11.6015483 50.9348113, 11.6013264 50.9348413)",,27588034,,,
302932874,302932871,False,,,59.318999999999996,30,Tautenburger Straße,,residential,,"LINESTRING (11.6022912 50.9351512, 11.6024534 50.9350938, 11.6025123 50.9350378, 11.6024008 50.9346959)",,27588032,,,
302932879,302932871,False,,,77.006,,Herweghstraße,,residential,,"LINESTRING (11.6013264 50.9348413, 11.6015483 50.9348113, 11.6024008 50.9346959)",,27588034,,,
302936484,52025629,False,,,61.972,30,Wenigenjenaer Platz,,residential,,,,6231480,,,
302936484,268770011,False,,,54.753,30,Schenkstraße,,residential,,,,24839475,,,
302936484,3378142180,False,,,69.81400000000001,30,Schenkstraße,,residential,,"LINESTRING (11.6001308 50.930905, 11.6008477 50.9307789, 11.6008732 50.9307744, 11.6010903 50.9307362)",,24839475,,,
303139612,2163211947,False,,,88.877,,Am Rödigen,,residential,,,,27606879,,,
303139612,252102102,False,,,66.135,"['50', '30']",Am Rödigen,1,residential,,"LINESTRING (11.5976136 50.8663807, 11.5976369 50.8662067, 11.5976737 50.8657872)",,"[170707137, 157504017]",,,
303139612,3579364826,False,,,116.89699999999999,30,Am Rödigen,1,residential,,"LINESTRING (11.5976136 50.8663807, 11.5976239 50.8666199, 11.5976545 50.8667351, 11.5976858 50.8668579, 11.5976888 50.8670224, 11.5976451 50.8671199, 11.5975149 50.8672282, 11.5973894 50.8673134, 11.597356 50.8673617)",,"[170707137, 220749282]",,,
303139902,300063175,False,,,308.28,,Im Semmicht,2,unclassified,,"LINESTRING (11.5878991 50.866664, 11.5877657 50.8670394, 11.5876418 50.8671122, 11.5873889 50.8671544, 11.5870882 50.8672016, 11.5869301 50.8672966, 11.5867722 50.8675421, 11.5865945 50.8676706, 11.5854667 50.8680518, 11.5852027 50.8681264, 11.584965 50.8682145, 11.5848672 50.8682833, 11.5848385 50.868372)",,168567728,,,
303139902,252102088,False,,,668.0809999999998,50,Im Semmicht,2,unclassified,,"LINESTRING (11.5878991 50.866664, 11.5880011 50.8665006, 11.5887388 50.865568, 11.5891304 50.8650839, 11.5893241 50.8647575, 11.5896554 50.864324, 11.5898144 50.8641244, 11.5898581 50.8640688, 11.5900464 50.8638294, 11.5902913 50.863577, 11.5905091 50.8633706, 11.5907495 50.8631826, 11.5910268 50.8629948, 11.591282 50.862845, 11.5915938 50.8627007, 11.5919548 50.8625631, 11.59228 50.8624622, 11.5926571 50.8623793, 11.5929719 50.8623302, 11.5932423 50.8623041, 11.5936097 50.8622766)",,"[168567728, 317206879]",,,
303139902,2132406978,False,,,138.624,50,Am Rödigen,1,unclassified,,"LINESTRING (11.5878991 50.866664, 11.5880472 50.8666563, 11.5881886 50.8672077, 11.5881902 50.8673325, 11.588137 50.8674248, 11.5879609 50.8675528, 11.5876969 50.8676666)",,203247571,,,
303140639,31995360,False,,,108.295,,,,unclassified,,,,27606942,,,
303140805,252102088,False,,,74.411,,In den Teichen,,unclassified,,,,27606952,,,
303140805,303140805,False,,,406.695,,In den Teichen,,unclassified,,"LINESTRING (11.5937047 50.8616101, 11.5937762 50.8611582, 11.5938655 50.8605944, 11.5950522 50.8606839, 11.5952496 50.8607975, 11.5951787 50.8612492, 11.5951297 50.8615615, 11.5950529 50.8616425, 11.5937047 50.8616101)",,27606952,,,
303140805,303140805,False,,,406.69500000000005,,In den Teichen,,unclassified,,"LINESTRING (11.5937047 50.8616101, 11.5950529 50.8616425, 11.5951297 50.8615615, 11.5951787 50.8612492, 11.5952496 50.8607975, 11.5950522 50.8606839, 11.5938655 50.8605944, 11.5937762 50.8611582, 11.5937047 50.8616101)",,27606952,,,
304330666,270804266,False,,,139.78,,Hinter dem Dorfe,,residential,,"LINESTRING (11.6508088 50.9287255, 11.6508031 50.9290813, 11.6507705 50.9293045, 11.6506778 50.9298263, 11.6506509 50.9299774)",,24922213,,,
304330666,304330676,False,,,81.8,,Am Tanzsaal,,residential,,"LINESTRING (11.6508088 50.9287255, 11.6510309 50.9286509, 11.6514407 50.9284974, 11.6515598 50.9284143, 11.6518188 50.9283934)",,27714090,,,
304330666,304330689,False,,,107.99300000000001,,Hinter dem Dorfe,,residential,,"LINESTRING (11.6508088 50.9287255, 11.650742 50.928545, 11.6505854 50.9281697, 11.650488 50.9279751, 11.6504679 50.9278533, 11.6504777 50.9277823)",,35557490,,,
304330676,304330666,False,,,81.80000000000001,,Am Tanzsaal,,residential,,"LINESTRING (11.6518188 50.9283934, 11.6515598 50.9284143, 11.6514407 50.9284974, 11.6510309 50.9286509, 11.6508088 50.9287255)",,27714090,,,
304330676,304330719,False,,,88.843,,Dorfstraße,,residential,,"LINESTRING (11.6518188 50.9283934, 11.6517177 50.9280755, 11.6513791 50.9276961, 11.6513499 50.9276612)",,35557489,,,
304330676,268420228,False,,,74.791,,Dorfstraße,,residential,,"LINESTRING (11.6518188 50.9283934, 11.6519053 50.9284784, 11.6522651 50.9287741, 11.652433 50.9289426)",,"[38109720, 26679990]",,,
304330689,304330713,False,,,49.295,,Am Denkmal,,residential,,"LINESTRING (11.6504777 50.9277823, 11.6505941 50.9276955, 11.6507437 50.9276689, 11.6509518 50.927632, 11.6511031 50.9276358)",,27714091,,,
304330689,304330666,False,,,107.99300000000001,,Hinter dem Dorfe,,residential,,"LINESTRING (11.6504777 50.9277823, 11.6504679 50.9278533, 11.650488 50.9279751, 11.6505854 50.9281697, 11.650742 50.928545, 11.6508088 50.9287255)",,35557490,,,
304330689,270804275,False,,,212.058,,Hinter dem Dorfe,,residential,,"LINESTRING (11.6504777 50.9277823, 11.6503929 50.9276275, 11.650315 50.9272648, 11.6502813 50.9271081, 11.6502339 50.9269865, 11.6501214 50.9268899, 11.6500638 50.9267688, 11.6499875 50.9266161, 11.6499686 50.9263359, 11.6500071 50.9261683, 11.6501041 50.9259385)",,64383935,,,
304330713,304330719,False,,,17.527,,Am Denkmal,,residential,,"LINESTRING (11.6511031 50.9276358, 11.6512175 50.9276476, 11.6513499 50.9276612)",,27714091,,,
304330713,304330689,False,,,49.294999999999995,,Am Denkmal,,residential,,"LINESTRING (11.6511031 50.9276358, 11.6509518 50.927632, 11.6507437 50.9276689, 11.6505941 50.9276955, 11.6504777 50.9277823)",,27714091,,,
304330713,304330741,False,,,43.516999999999996,,,,residential,,"LINESTRING (11.6511031 50.9276358, 11.651113 50.927524, 11.651114 50.927347, 11.65117 50.9272509)",,27714094,,,
304330719,372512464,False,,,63.663,,Am Denkmal,,residential,,,,33041145,,,
304330719,304330713,False,,,17.527,,Am Denkmal,,residential,,"LINESTRING (11.6513499 50.9276612, 11.6512175 50.9276476, 11.6511031 50.9276358)",,27714091,,,
304330719,304330676,False,,,88.843,,Dorfstraße,,residential,,"LINESTRING (11.6513499 50.9276612, 11.6513791 50.9276961, 11.6517177 50.9280755, 11.6518188 50.9283934)",,35557489,,,
304330719,304330741,False,,,47.921,,Dorfstraße,,residential,,"LINESTRING (11.6513499 50.9276612, 11.6512542 50.9275561, 11.65117 50.9272509)",,64383934,,,
304330741,304330713,False,,,43.516999999999996,,,,residential,,"LINESTRING (11.65117 50.9272509, 11.651114 50.927347, 11.651113 50.927524, 11.6511031 50.9276358)",,27714094,,,
304330741,268420230,False,,,61.237,,Dorfstraße,,residential,,"LINESTRING (11.65117 50.9272509, 11.6511512 50.9271828, 11.6512482 50.9267051)",,64383934,,,
304330741,304330719,False,,,47.921,,Dorfstraße,,residential,,"LINESTRING (11.65117 50.9272509, 11.6512542 50.9275561, 11.6513499 50.9276612)",,64383934,,,
304330779,282417177,False,,,88.399,,Am Tännicht,,residential,,"LINESTRING (11.652971 50.9263423, 11.6527707 50.9263926, 11.6524941 50.926381, 11.6518038 50.9261682)",,27714095,,,
304330793,304330815,False,,,172.312,,Zum Mühlgraben,,residential,,"LINESTRING (11.6539987 50.9299043, 11.6540176 50.930029, 11.6540766 50.9301904, 11.6542433 50.9303954, 11.6543506 50.93058, 11.6544213 50.930807, 11.6544347 50.9310323, 11.6544653 50.9314068)",,27714099,,,
304330793,282229819,True,,,123.12900000000002,,Wilhelm-Hauff-Weg,,residential,,"LINESTRING (11.6539987 50.9299043, 11.653769 50.9298228, 11.6532003 50.929583, 11.6529652 50.9294851, 11.6527091 50.9291946)",,127332344,,,
304330815,304330793,False,,,172.312,,Zum Mühlgraben,,residential,,"LINESTRING (11.6544653 50.9314068, 11.6544347 50.9310323, 11.6544213 50.930807, 11.6543506 50.93058, 11.6542433 50.9303954, 11.6540766 50.9301904, 11.6540176 50.930029, 11.6539987 50.9299043)",,27714099,,,
304334872,317940013,False,,,28.605,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
304334872,1721472613,False,,,42.05,,Gottfried-Keller-Weg,,residential,,"LINESTRING (11.6566033 50.9295583, 11.6562916 50.9295512, 11.6560056 50.9295731)",,27714393,,,
304334872,1721472604,False,,,73.432,,,,living_street,,"LINESTRING (11.6566033 50.9295583, 11.6565415 50.9290298, 11.6565332 50.9289585, 11.6565263 50.9288997)",,127646027,,,
304334875,304343463,False,,,70.763,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
304334875,304338813,False,,,57.194,,Wilhelm-Busch-Weg,,residential,,,,27714924,,,
304334875,304338812,False,,,95.905,,Wilhelm-Busch-Weg,,residential,,"LINESTRING (11.6590737 50.9298779, 11.6589443 50.930603, 11.6589019 50.9307331)",,27714924,,,
304334875,304340827,False,,,105.93299999999999,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6590737 50.9298779, 11.6594548 50.9299891, 11.6595968 50.9299909, 11.6597096 50.9299215, 11.6598142 50.9297236, 11.6598863 50.9295512, 11.6599003 50.9294393)",,27715104,,,
304334879,286742228,False,,,37.702,,Theodor-Storm-Weg,,residential,,,,27714396,,,
304334879,304334884,False,,,58.752,,Ludwig-Uhland-Weg,,residential,,,,27714400,,,
304334879,304334883,False,,,119.345,,Theodor-Storm-Weg,,residential,,"LINESTRING (11.6551782 50.9308092, 11.6551931 50.9306107, 11.6552401 50.9305661, 11.655346 50.9305655, 11.6565222 50.9307048)",,27714396,,,
304334883,286742226,False,,,27.344,,Am Mühlhügel,,residential,,,,26185961,,,
304334883,304337345,False,,,18.311,,Am Mühlhügel,,residential,,,,26185961,,,
304334883,304334879,False,,,119.345,,Theodor-Storm-Weg,,residential,,"LINESTRING (11.6565222 50.9307048, 11.655346 50.9305655, 11.6552401 50.9305661, 11.6551931 50.9306107, 11.6551782 50.9308092)",,27714396,,,
304334884,304334879,False,,,58.752,,Ludwig-Uhland-Weg,,residential,,,,27714400,,,
304335455,32127618,False,,,31.727,50,Bürgelsche Straße,2,primary,,"LINESTRING (11.6585121 50.9320165, 11.6582038 50.9320033, 11.6580601 50.9320018)",,26751812,,B 7,
304335455,1930861366,False,,,204.338,50,Bürgelsche Straße,2,primary,,"LINESTRING (11.6585121 50.9320165, 11.6591008 50.9321284, 11.6595113 50.9321783, 11.659939 50.9321707, 11.6603399 50.9321211, 11.660936 50.9320055, 11.6613468 50.9319426)",,26751812,,B 7,
304336501,304338811,True,,,62.952,,Wilhelm-Hauff-Weg,,residential,,,,25649320,,,
304336501,2098888189,False,,,10.439,,Am Mühlhügel,,residential,,,,27714740,,,
304337345,304334883,False,,,18.311,,Am Mühlhügel,,residential,,,,26185961,,,
304337345,286742229,False,,,46.116,,Am Mühlhügel,,residential,,,,26185961,,,
304337345,2098888189,False,,,125.72999999999999,,Am Mühlhügel,,residential,,"LINESTRING (11.6566348 50.9305562, 11.6575579 50.9308157, 11.6577027 50.9308212, 11.6579652 50.9307371, 11.6582814 50.9306521)",,27714740,,,
304338811,286742229,True,,,50.451,,Wilhelm-Hauff-Weg,,residential,,,,25649320,,,
304338811,304343463,False,,,75.048,,E.-T.-A.-Hoffmann-Weg,,residential,,"LINESTRING (11.6575707 50.9303439, 11.657584 50.930273, 11.657682 50.930146, 11.6579744 50.9299993, 11.6580756 50.9297817)",,27714923,,,
304338812,304336501,True,,,39.897999999999996,,Wilhelm-Hauff-Weg,,residential,,"LINESTRING (11.6589019 50.9307331, 11.6585559 50.9306367, 11.6583841 50.9305841)",,25649320,,,
304338812,304334875,False,,,95.905,,Wilhelm-Busch-Weg,,residential,,"LINESTRING (11.6589019 50.9307331, 11.6589443 50.930603, 11.6590737 50.9298779)",,27714924,,,
304338813,304343458,False,,,23.491,,Wilhelm-Busch-Weg,,residential,,,,27714924,,,
304338813,304334875,False,,,57.194,,Wilhelm-Busch-Weg,,residential,,,,27714924,,,
304338813,304340827,False,,,51.843,,Von-Fallersleben-Weg,,residential,,,,27715106,,,
304338817,304340829,False,,,51.125,,Von-Fallersleben-Weg,,residential,,,,27715104,,,
304338817,304343458,False,,,79.219,,Wilhelm-Busch-Weg,,residential,,"LINESTRING (11.6599402 50.9288085, 11.6594042 50.9288212, 11.6592805 50.9288919, 11.6592127 50.9291576)",,27714924,,,
304338817,304340827,False,,,70.385,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6599402 50.9288085, 11.6599255 50.9293807, 11.6599003 50.9294393)",,27715104,,,
304339299,279599126,False,,,106.347,,An der Ziegelei,,residential,,,,27714987,,,
304339299,279599126,False,,,231.592,,An der Ziegelei,,residential,,"LINESTRING (11.6603963 50.9282939, 11.6604961 50.9282535, 11.6606511 50.9282173, 11.6614613 50.9283274, 11.6616248 50.9283662, 11.661707 50.9284344, 11.661654 50.9284914, 11.6604236 50.9292055, 11.6603473 50.9292498)",,"[27714987, 28922380]",,,
304339299,304340829,False,,,40.465,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6603963 50.9282939, 11.6602135 50.9282481, 11.6599744 50.9282955, 11.6598779 50.9283504)",,28922381,,,
304340827,304338813,False,,,51.843,,Von-Fallersleben-Weg,,residential,,,,27715106,,,
304340827,304338817,False,,,70.385,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6599003 50.9294393, 11.6599255 50.9293807, 11.6599402 50.9288085)",,27715104,,,
304340827,304334875,False,,,105.933,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6599003 50.9294393, 11.6598863 50.9295512, 11.6598142 50.9297236, 11.6597096 50.9299215, 11.6595968 50.9299909, 11.6594548 50.9299891, 11.6590737 50.9298779)",,27715104,,,
304340829,304338817,False,,,51.125,,Von-Fallersleben-Weg,,residential,,,,27715104,,,
304340829,304339299,False,,,40.465,,Von-Fallersleben-Weg,,residential,,"LINESTRING (11.6598779 50.9283504, 11.6599744 50.9282955, 11.6602135 50.9282481, 11.6603963 50.9282939)",,28922381,,,
304340829,286745316,False,,,203.697,,Wilhelm-Raabe-Weg,,residential,,"LINESTRING (11.6598779 50.9283504, 11.6595026 50.9285151, 11.6592813 50.9286074, 11.6590657 50.9286622, 11.6571349 50.9288399)",,226998761,,,
304343458,304338813,False,,,23.491,,Wilhelm-Busch-Weg,,residential,,,,27714924,,,
304343458,304338817,False,,,79.219,,Wilhelm-Busch-Weg,,residential,,"LINESTRING (11.6592127 50.9291576, 11.6592805 50.9288919, 11.6594042 50.9288212, 11.6599402 50.9288085)",,27714924,,,
304343458,304343459,False,,,76.38499999999999,,Friedrich-Gerstäcker-Weg,,residential,,"LINESTRING (11.6592127 50.9291576, 11.6589207 50.9291304, 11.6586652 50.9291269, 11.6581285 50.9291594)",,27715396,,,
304343459,304343460,False,,,65.246,,Friedrich-Gerstäcker-Weg,,residential,,,,27715396,,,
304343459,304343458,False,,,76.385,,Friedrich-Gerstäcker-Weg,,residential,,"LINESTRING (11.6581285 50.9291594, 11.6586652 50.9291269, 11.6589207 50.9291304, 11.6592127 50.9291576)",,27715396,,,
304343459,1721472614,False,,,69.811,,,,residential,,"LINESTRING (11.6581285 50.9291594, 11.6581592 50.9292723, 11.6580998 50.9295228, 11.6580465 50.9295749, 11.6579877 50.9297694)",,27715398,,,
304343460,304343459,False,,,65.246,,Friedrich-Gerstäcker-Weg,,residential,,,,27715396,,,
304343460,317940013,False,,,45.207,,Theodor-Fontane-Weg,,residential,,"LINESTRING (11.6572041 50.929229, 11.6571338 50.9294027, 11.6570017 50.9296142)",,26186283,,,
304343460,286745316,False,,,43.537000000000006,,Theodor-Fontane-Weg,,residential,,"LINESTRING (11.6572041 50.929229, 11.6571925 50.929164, 11.6571349 50.9288399)",,26186283,,,
304343463,304334875,False,,,70.763,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
304343463,1721472614,False,,,6.31,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
304343463,304338811,False,,,75.048,,E.-T.-A.-Hoffmann-Weg,,residential,,"LINESTRING (11.6580756 50.9297817, 11.6579744 50.9299993, 11.657682 50.930146, 11.657584 50.930273, 11.6575707 50.9303439)",,27714923,,,
304343597,1721472613,False,,,7.691,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
304343597,1721472605,False,,,52.828,,,,living_street,,,,127646028,,,
304343597,1721472610,False,,,118.01499999999999,,Gottfried-Keller-Weg,,residential,,"LINESTRING (11.6558972 50.9295839, 11.6553177 50.9296984, 11.6550402 50.9297337, 11.6548879 50.9297443, 11.6547722 50.9297432, 11.6546794 50.9297278, 11.6545996 50.9296971, 11.6545801 50.9296581, 11.6544976 50.9294959)",,27714393,,,
304346448,270607805,False,,,50.834999999999994,30,Löbichauer Straße,,residential,,"LINESTRING (11.6196302 50.9329099, 11.6198273 50.9328908, 11.6199683 50.9328798, 11.6203496 50.9328516)",,24924179,,,
304346448,271068634,False,,,231.251,30,Löbichauer Straße,,residential,,"LINESTRING (11.6196302 50.9329099, 11.6192877 50.9329421, 11.6188384 50.9329836, 11.6182148 50.9330368, 11.6178533 50.9330519, 11.6173327 50.9330656, 11.6171392 50.9330648, 11.6168798 50.9330643, 11.616814 50.9330649, 11.6166245 50.9330668, 11.6165848 50.933069, 11.6163469 50.9330819)",,24924179,,,
304346448,270608323,False,,,54.204,30,Am Steinborn,,residential,,"LINESTRING (11.6196302 50.9329099, 11.6195256 50.9328544, 11.6188965 50.9327924)",,184256115,,,
304347490,304347494,False,,,11.06,30,Fuchslöcherstraße,,residential,,,,32648434,,,
304347490,3218816705,False,,,59.251,30,Fuchslöcherstraße,,residential,,,,32648434,,,
304347490,304347515,False,,,38.815999999999995,30,Murmeltierweg,,residential,,"LINESTRING (11.6300069 50.9312282, 11.629918 50.93123, 11.6294533 50.9312394)",,27715714,,,
304347494,304347490,False,,,11.06,30,Fuchslöcherstraße,,residential,,,,32648434,,,
304347494,2611994386,False,,,178.497,30,Siebenschläferweg,,residential,,"LINESTRING (11.6300124 50.9311288, 11.6303371 50.9310836, 11.6307918 50.9310849, 11.6312901 50.9311497, 11.6317231 50.9311896, 11.6321146 50.9311983, 11.6324991 50.9311883, 11.6325358 50.9311866)",,27715717,,,
304347494,3266399750,False,,,32.361999999999995,30,Fuchslöcherstraße,,residential,,"LINESTRING (11.6300124 50.9311288, 11.6299983 50.93109, 11.6299456 50.9309453, 11.6298692 50.9308545)",,32648434,,,
304347515,304347490,False,,,38.815999999999995,30,Murmeltierweg,,residential,,"LINESTRING (11.6294533 50.9312394, 11.629918 50.93123, 11.6300069 50.9312282)",,27715714,,,
304489089,257705406,False,,,30.631,30,Kernbergstraße,,residential,,,,893905655,,,
304489089,411454826,False,,,58.996,,Kernbergstraße,,residential,,"LINESTRING (11.5947475 50.9174857, 11.5952118 50.9170993, 11.5952336 50.9170556)",,25223514,,,
304489089,381012827,False,,,168.21,,Über den Teufelslöchern,,residential,,"LINESTRING (11.5947475 50.9174857, 11.5945701 50.9174132, 11.5944634 50.917377, 11.5943118 50.9173563, 11.5941483 50.9173421, 11.5938545 50.9172675, 11.5936722 50.9171884, 11.5931008 50.916953, 11.5930342 50.9169087, 11.5930353 50.9168731, 11.5931577 50.9167783, 11.5932697 50.9166903)",,"[893916616, 27728653]",,,
304780342,304780344,False,,,39.726,,Parkweg,,residential,,,,150378933,,,
304780342,457497042,False,,,62.663,50,Lützerodaer Straße,2,tertiary,,"LINESTRING (11.526856 50.9613392, 11.527243 50.9614011, 11.527712 50.9615017)",,180086886,,,
304780342,361447052,False,,,245.52799999999996,50,Lützerodaer Straße,2,tertiary,,"LINESTRING (11.526856 50.9613392, 11.5265314 50.9613114, 11.5263533 50.9613066, 11.5262178 50.9613158, 11.5261534 50.9613218, 11.5250345 50.961414, 11.524024 50.961484, 11.5233827 50.9615631)",,"[711076651, 180086886]",,,
304780344,457496760,False,,,13.204,,Parkweg,,residential,,,,150378933,,,
304780344,304780342,False,,,39.726,,Parkweg,,residential,,,,150378933,,,
304780344,304780360,False,,,147.754,,Am Wald,,residential,,"LINESTRING (11.526775 50.9616928, 11.5262922 50.9616496, 11.5250098 50.9617279, 11.5250415 50.9619371)",,28279609,,,
304780348,460957067,False,,,31.176,,Robinienweg,,residential,,,,38830206,,,
304780348,460956998,False,,,44.558,,Pappelweg,,residential,,,,150378931,,,
304780348,457496994,False,,,37.218,,Pappelweg,,residential,,"LINESTRING (11.5260881 50.9623575, 11.5263377 50.9624459, 11.5265757 50.9624827)",,150378931,,,
304780349,304780360,False,,,6.443,,Am Wald,,residential,,,,28279609,,,
304780349,460957007,False,,,5.553,,Pappelweg,,residential,,,,150378931,,,
304780349,460956998,False,,,39.823,,Pappelweg,,residential,,,,150378931,,,
304780360,304780349,False,,,6.443,,Am Wald,,residential,,,,28279609,,,
304780360,1633001146,False,,,81.061,,Am Rosenweg,,residential,,,,150378921,,,
304780360,304780344,False,,,147.754,,Am Wald,,residential,,"LINESTRING (11.5250415 50.9619371, 11.5250098 50.9617279, 11.5262922 50.9616496, 11.526775 50.9616928)",,28279609,,,
305959100,1830703577,False,,,89.798,,Am Jagdberg,,residential,,,,172139452,,,
306206204,296201204,False,,,73.55799999999999,20,Albert-Einstein-Straße,,residential,,"LINESTRING (11.567027 50.9090622, 11.5674164 50.9091815, 11.5677594 50.9092891, 11.5679023 50.909173)",,27888951,,,
307715377,7103598352,False,,,86.005,30,Jenaplan,,residential,,"LINESTRING (11.5917372 50.9234669, 11.5913328 50.923452, 11.5906433 50.9234103, 11.5905149 50.9234009)",,"[163620948, 24961735]",,,
307715377,2392876817,False,,,46.964,"['50', '30']",Wöllnitzer Straße,2,residential,,"LINESTRING (11.5917372 50.9234669, 11.5917604 50.9237054, 11.5918372 50.9238823)",,"[39362518, 31129439]",,,
307715377,257705242,False,,,333.94,30,Wöllnitzer Straße,2,residential,,"LINESTRING (11.5917372 50.9234669, 11.5916998 50.9229548, 11.5916784 50.9226624, 11.5916602 50.9224392, 11.5916685 50.921984, 11.59172 50.9214267, 11.5918378 50.9204687)",,41658490,,,
309717225,267216178,False,,,7.574,30,Wöllnitzer Straße,,residential,,,,172991983,,,
309717225,3978548276,False,,,234.326,30,Hinterweg,,residential,,"LINESTRING (11.5975839 50.9035803, 11.5978012 50.9037349, 11.5984629 50.9041521, 11.5989329 50.9044157, 11.5992673 50.9046129, 11.599524 50.904719, 11.5997165 50.9048449, 11.5998105 50.9049068, 11.5998552 50.9049209, 11.6000707 50.904953)",,"[394965632, 26115067]",,,
309717225,268731569,False,,,45.97,30,Wöllnitzer Straße,,residential,,"LINESTRING (11.5975839 50.9035803, 11.5974311 50.9036052, 11.5971351 50.9036556, 11.5969489 50.9036828)",,172991983,,,
315583403,3265013479,True,,,196.718,"['80', '50']",,1,motorway_link,,"LINESTRING (11.6205915 50.8797999, 11.6203433 50.8798967, 11.6201705 50.8799831, 11.6200211 50.8800733, 11.619153 50.8806097, 11.6187886 50.880816, 11.6184827 50.8809585)",,"[240881691, 29033583]",,,
315583403,851562020,True,,,362.87899999999996,80,,1,motorway_link,,"LINESTRING (11.6205915 50.8797999, 11.6203272 50.8798387, 11.6187034 50.8800787, 11.6184267 50.8801291, 11.6181364 50.8802041, 11.6178136 50.8803135, 11.6175572 50.8804129, 11.6173782 50.8804984, 11.6172709 50.8805807, 11.6172024 50.8806718, 11.6171749 50.8807476, 11.6171636 50.880824, 11.6171706 50.8808999, 11.6172073 50.8809699, 11.6172672 50.8810432, 11.617345 50.8811087, 11.6174366 50.8811665, 11.6175203 50.8812147, 11.6176138 50.8812453, 11.6176506 50.8812507, 11.6176987 50.881253, 11.6177678 50.8812498, 11.6178385 50.8812368, 11.6179248 50.8812183)",,34072874,,,
315742636,279255766,False,,,164.63400000000001,,Grundweg,,living_street,,"LINESTRING (11.6290431 50.9194372, 11.6288974 50.9194094, 11.6284342 50.9193172, 11.628077 50.91924, 11.627541 50.9191984, 11.6275155 50.9191964, 11.6270994 50.9191735, 11.6267521 50.9191987)",,25677275,,,
317940013,304334872,False,,,28.605,,Gottfried-Keller-Weg,,residential,,,,27714393,,,
317940013,1721472616,False,,,60.466,,Theodor-Fontane-Weg,,residential,,"LINESTRING (11.6570017 50.9296142, 11.6568817 50.9298205, 11.6567428 50.9301325)",,26186283,,,
317940013,304343460,False,,,45.207,,Theodor-Fontane-Weg,,residential,,"LINESTRING (11.6570017 50.9296142, 11.6571338 50.9294027, 11.6572041 50.929229)",,26186283,,,
317940013,1721472614,False,,,71.225,,Gottfried-Keller-Weg,,residential,,"LINESTRING (11.6570017 50.9296142, 11.6573792 50.9296736, 11.6579877 50.9297694)",,27714393,,,
320143031,687177325,False,,,33.891,30,Closewitz,,residential,,"LINESTRING (11.5734262 50.9609978, 11.573658 50.9610281, 11.5738042 50.9610028, 11.5738991 50.9609958)",,29104911,,,
320143031,320143033,False,,,107.355,30,,,unclassified,,"LINESTRING (11.5734262 50.9609978, 11.5731025 50.9609091, 11.5720031 50.9606394)",,315691686,,,
320143031,3399419213,False,,,153.545,30,,,unclassified,,"LINESTRING (11.5734262 50.9609978, 11.5733057 50.9612735, 11.5736885 50.9613839, 11.5741683 50.9615252, 11.5744799 50.9617022, 11.5745888 50.9617901, 11.5746332 50.9618136, 11.5746846 50.9618408, 11.5747409 50.9618624)",,"[325379004, 29104910]",,,
320143033,1661045809,False,,,79.774,30,,,unclassified,,"LINESTRING (11.5720031 50.9606394, 11.5725679 50.9600674, 11.5726144 50.9600348)",,29104912,,,
320143033,320143031,False,,,107.355,30,,,unclassified,,"LINESTRING (11.5720031 50.9606394, 11.5731025 50.9609091, 11.5734262 50.9609978)",,315691686,,,
320143033,3218227171,False,,,201.549,"['100', '30']",,,unclassified,,"LINESTRING (11.5720031 50.9606394, 11.5713222 50.9604597, 11.5712587 50.960443, 11.5704832 50.9602101, 11.5696683 50.9599621, 11.5694109 50.9598573)",,"[325379002, 315691685]",,,
321569934,687177325,False,,,26.662,30,Closewitz,2,tertiary,,,,256888981,,,
321569934,321569936,False,,,133.58200000000002,50,Closewitz,,residential,,"LINESTRING (11.5741738 50.9611618, 11.5742454 50.9611175, 11.5744817 50.9610482, 11.5747968 50.9610178, 11.5752423 50.9610326, 11.5758446 50.9610539, 11.5760195 50.9610753)",,29236305,,,
321569934,3399419213,False,,,88.515,"['50', '30']",Closewitz,2,tertiary,,"LINESTRING (11.5741738 50.9611618, 11.5744743 50.9614039, 11.574634 50.9616482, 11.5747409 50.9618624)",,"[35067176, 711076657]",,,
321569936,321569934,False,,,133.582,50,Closewitz,,residential,,"LINESTRING (11.5760195 50.9610753, 11.5758446 50.9610539, 11.5752423 50.9610326, 11.5747968 50.9610178, 11.5744817 50.9610482, 11.5742454 50.9611175, 11.5741738 50.9611618)",,29236305,,,
330210914,257705180,False,,,11.073,30,Hermann-Löns-Straße,,residential,,"LINESTRING (11.5765685 50.9070184, 11.576618 50.9070194, 11.5767262 50.9070235)",,177536282,,,
