source,target,oneway,access,width,length,maxspeed,name,lanes,highway,junction,geometry,tunnel,osmid,bridge,ref,area
269213686,3376544159,False,,,80.334,30,Am Burggarten,,residential,,,,164088522,,,
269213686,269213693,False,,,131.384,30,Am Burggarten,,residential,,,,248234806,,,
269213686,269213685,False,,,59.084,30,Maurerstraße,,residential,,"LINESTRING (11.5942906 50.9247551, 11.5939622 50.9242726, 11.5939582 50.9242668)",,24774987,,,
269213693,269213686,False,,,131.384,30,Am Burggarten,,residential,,,,248234806,,,
269213694,269213686,False,,,114.057,30,Maurerstraße,,residential,,,,24774987,,,
269213700,269213712,False,,,45.608,,,,residential,,,,24774992,,,
269213700,260806023,False,,,230.62199999999999,,Reifsteinweg,,residential,,"LINESTRING (11.5898356 50.8993932, 11.5908523 50.8996912, 11.59245 50.9001835, 11.5928135 50.9002713)",,24048794,,,
269213700,1854397280,False,,,108.223,,Reifsteinweg,,residential,,"LINESTRING (11.5898356 50.8993932, 11.5892155 50.8992113, 11.589073 50.8991917, 11.5888643 50.8991874, 11.5886552 50.8991552, 11.5886208 50.8991437, 11.5885538 50.8991071, 11.5885301 50.8990926, 11.5884973 50.8990722, 11.5884641 50.8990534, 11.5884358 50.8990373)",,24048794,,,
269213712,269213700,False,,,45.608,,,,residential,,,,24774992,,,
269479642,269479647,False,,,246.832,30,Schillbachstraße,,residential,,"LINESTRING (11.5821359 50.9359456, 11.5824102 50.9360482, 11.58338 50.93659, 11.583347 50.936762, 11.583201 50.936945, 11.582994 50.93757, 11.5829161 50.9377489)",,24803784,,,
269479647,269479678,False,,,60.334,30,Dornbluthweg,1,residential,,,,24803794,,,
269479647,269479642,False,,,246.83200000000002,30,Schillbachstraße,,residential,,"LINESTRING (11.5829161 50.9377489, 11.582994 50.93757, 11.583201 50.936945, 11.583347 50.936762, 11.58338 50.93659, 11.5824102 50.9360482, 11.5821359 50.9359456)",,24803784,,,
269479656,269479647,True,,,370.1819999999999,30,Johann-Griesbach-Straße,,residential,,"LINESTRING (11.5840337 50.9406049, 11.5839397 50.9405074, 11.5839156 50.9404506, 11.583919 50.940399, 11.584132 50.9400864, 11.5842381 50.9398321, 11.5842478 50.9396844, 11.5842181 50.939525, 11.5841721 50.9394613, 11.583855 50.938998, 11.583455 50.938702, 11.5832967 50.9385984, 11.5831603 50.9385091, 11.5830066 50.9384101, 11.5828702 50.93832, 11.5828439 50.9382969, 11.5827711 50.9382306, 11.582736 50.9381986, 11.5826644 50.938078, 11.582661 50.9379733, 11.5826817 50.9378649, 11.5827768 50.9377612, 11.5829161 50.9377489)",,"[243723329, 243723330, 36509206, 505336407]",,,
269479656,269514998,False,,,401.82899999999995,30,"['Reinholdweg', 'Hufelandweg']",,residential,,"LINESTRING (11.5840337 50.9406049, 11.5836942 50.9406631, 11.583438 50.940707, 11.5824813 50.9407376, 11.5824026 50.9407707, 11.5823789 50.9408089, 11.5823396 50.9408773, 11.5823419 50.9409469, 11.5823717 50.9410361, 11.5824554 50.94107, 11.5825399 50.941085, 11.5826996 50.94108, 11.5831214 50.9410867, 11.583709 50.9411299, 11.5843341 50.9412261, 11.5843901 50.9412364, 11.584869 50.9413247, 11.585325 50.941384, 11.585551 50.9413926, 11.5857433 50.9413833, 11.5859175 50.9413479)",,"[24803930, 242896923, 891954500]",,,
269479656,269479672,False,,,53.823,30,Hufelandweg,,residential,,"LINESTRING (11.5840337 50.9406049, 11.5844708 50.9405722, 11.5847965 50.9405478)",,891954500,,,
269479672,269479675,False,,,141.198,30,Friesweg,,residential,,"LINESTRING (11.5847965 50.9405478, 11.584803 50.9404628, 11.5848806 50.9403013, 11.5849446 50.9402057, 11.5849998 50.94009, 11.5850104 50.939957, 11.584991 50.9398006, 11.5849763 50.9395552, 11.5849145 50.9393024)",,"[892757019, 24803803]",,,
269479672,269479656,False,,,53.823,30,Hufelandweg,,residential,,"LINESTRING (11.5847965 50.9405478, 11.5844708 50.9405722, 11.5840337 50.9406049)",,891954500,,,
269479672,265782204,False,,,70.711,30,Hufelandweg,,residential,,"LINESTRING (11.5847965 50.9405478, 11.5850037 50.9405127, 11.5857428 50.9403288)",,891954500,,,
269479675,269479690,False,,,83.01400000000001,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5849145 50.9393024, 11.5855492 50.9391613, 11.5854896 50.9389203, 11.5855076 50.9388749, 11.5855521 50.93886)",,24803778,,,
269479675,269479678,False,,,221.34900000000002,30,Friesweg,,residential,,"LINESTRING (11.5849145 50.9393024, 11.584584 50.938793, 11.5842624 50.9384059, 11.5840779 50.9381839, 11.5839574 50.9379985, 11.5837016 50.9375644, 11.5836626 50.9374785)",,"[892757019, 892757020, 892757021]",,,
269479675,269479672,False,,,141.198,30,Friesweg,,residential,,"LINESTRING (11.5849145 50.9393024, 11.5849763 50.9395552, 11.584991 50.9398006, 11.5850104 50.939957, 11.5849998 50.94009, 11.5849446 50.9402057, 11.5848806 50.9403013, 11.584803 50.9404628, 11.5847965 50.9405478)",,"[892757019, 24803803]",,,
269479678,269479680,False,,,95.017,30,Dornbluthweg,1,residential,,,,24803794,,,
269479678,269479647,False,,,60.334,30,Dornbluthweg,1,residential,,,,24803794,,,
269479678,269479675,False,,,221.349,30,Friesweg,,residential,,"LINESTRING (11.5836626 50.9374785, 11.5837016 50.9375644, 11.5839574 50.9379985, 11.5840779 50.9381839, 11.5842624 50.9384059, 11.584584 50.938793, 11.5849145 50.9393024)",,"[892757019, 892757020, 892757021]",,,
269479680,269479678,False,,,95.017,30,Dornbluthweg,1,residential,,,,24803794,,,
269479680,265782198,False,,,78.28,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.584853 50.9370693, 11.5848259 50.9372805, 11.5848105 50.9374002, 11.5847954 50.9375706, 11.584845 50.9377695)",,24454627,,,
269479680,7285146542,False,,,293.42199999999997,30,Philosophenweg,,residential,,"LINESTRING (11.584853 50.9370693, 11.5848466 50.9368889, 11.5847321 50.9356308, 11.5847297 50.9351615, 11.5847315 50.9349769, 11.5847288 50.9348309, 11.5846571 50.9344352)",,24803929,,,
269479686,265782198,False,,,190.64399999999998,30,Hilgenfeldweg,,residential,,"LINESTRING (11.5865218 50.93907, 11.5861716 50.938711, 11.5858909 50.9383376, 11.5856992 50.9381609, 11.5854791 50.9380505, 11.585088 50.937883, 11.584845 50.9377695)",,24803799,,,
269479686,269515009,False,,,67.92699999999999,30,Hilgenfeldweg,,residential,,"LINESTRING (11.5865218 50.93907, 11.5869656 50.9393769, 11.5870808 50.9394604, 11.5872157 50.9394625)",,24806932,,,
269479686,269479689,False,,,87.821,30,Hilgenfeldweg,,residential,,"LINESTRING (11.5865218 50.93907, 11.5864918 50.9393399, 11.5864288 50.9394819, 11.586307 50.939582, 11.5860352 50.9397581)",,933030739,,,
269479689,265782204,False,,,66.684,30,Ricarda-Huch-Weg,,residential,,,,891535582,,,
269479689,269479690,False,,,105.59799999999998,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5860352 50.9397581, 11.5858914 50.9394302, 11.585669 50.9390243, 11.5855521 50.93886)",,506997077,,,
269479689,269479686,False,,,87.821,30,Hilgenfeldweg,,residential,,"LINESTRING (11.5860352 50.9397581, 11.586307 50.939582, 11.5864288 50.9394819, 11.5864918 50.9393399, 11.5865218 50.93907)",,933030739,,,
269479690,269479675,False,,,83.014,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5855521 50.93886, 11.5855076 50.9388749, 11.5854896 50.9389203, 11.5855492 50.9391613, 11.5849145 50.9393024)",,24803778,,,
269479690,265782198,False,,,131.664,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5855521 50.93886, 11.5852008 50.9382954, 11.5849302 50.9379806, 11.5848727 50.9378943, 11.584845 50.9377695)",,506997077,,,
269479690,269479689,False,,,105.598,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5855521 50.93886, 11.585669 50.9390243, 11.5858914 50.9394302, 11.5860352 50.9397581)",,506997077,,,
269483116,262158724,False,,,29.052,30,Kritzegraben,,residential,,,,48917651,,,
269483116,268234728,False,,,52.949,30,Kritzegraben,,residential,,"LINESTRING (11.5845843 50.9336807, 11.5844753 50.933514, 11.5843154 50.9332358)",,32743702,,,
269483116,269658985,False,,,240.775,30,Kritzegraben,,residential,,"LINESTRING (11.5845843 50.9336807, 11.5853378 50.9337258, 11.5853995 50.9337236, 11.5854549 50.9337115, 11.585492 50.9336914, 11.5855506 50.9336438, 11.5855952 50.933593, 11.5856602 50.9334601, 11.5857733 50.9332138, 11.5858418 50.9331614, 11.5859526 50.9331045, 11.5860779 50.9330833, 11.5862208 50.9330806, 11.5863709 50.9331274, 11.5864394 50.933211, 11.5865064 50.933426, 11.5865094 50.9334584, 11.5865356 50.9337447)",,172128636,,,
269514990,269515006,False,,,347.66499999999996,30,"['Am Nordfriedhof', 'Oberes Munketal']",,residential,,"LINESTRING (11.5848416 50.9453906, 11.5851334 50.9453203, 11.5854004 50.9453055, 11.5855665 50.9452698, 11.5856968 50.9452418, 11.5857347 50.9452325, 11.5857861 50.9452162, 11.5862787 50.9450498, 11.5865105 50.9448876, 11.5866405 50.9447303, 11.5866564 50.9437897, 11.5867487 50.9432879, 11.5868401 50.9429852)",,"[24806914, 36509205]",,,
269514998,265782204,False,,,116.42700000000002,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5859175 50.9413479, 11.58575 50.941087, 11.585693 50.940837, 11.5856745 50.9406776, 11.585666 50.940604, 11.5857428 50.9403288)",,"[24212004, 919867014]",,,
269514998,269515006,False,,,194.387,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5859175 50.9413479, 11.586016 50.941513, 11.5861397 50.9419189, 11.5861538 50.9419653, 11.5864118 50.9424602, 11.5868401 50.9429852)",,"[891954521, 24212004]",,,
269514998,269479656,False,,,401.82899999999995,30,"['Reinholdweg', 'Hufelandweg']",,residential,,"LINESTRING (11.5859175 50.9413479, 11.5857433 50.9413833, 11.585551 50.9413926, 11.585325 50.941384, 11.584869 50.9413247, 11.5843901 50.9412364, 11.5843341 50.9412261, 11.583709 50.9411299, 11.5831214 50.9410867, 11.5826996 50.94108, 11.5825399 50.941085, 11.5824554 50.94107, 11.5823717 50.9410361, 11.5823419 50.9409469, 11.5823396 50.9408773, 11.5823789 50.9408089, 11.5824026 50.9407707, 11.5824813 50.9407376, 11.583438 50.940707, 11.5836942 50.9406631, 11.5840337 50.9406049)",,"[24803930, 242896923, 891954500]",,,
269515006,269514990,False,,,347.6650000000001,30,"['Am Nordfriedhof', 'Oberes Munketal']",,residential,,"LINESTRING (11.5868401 50.9429852, 11.5867487 50.9432879, 11.5866564 50.9437897, 11.5866405 50.9447303, 11.5865105 50.9448876, 11.5862787 50.9450498, 11.5857861 50.9452162, 11.5857347 50.9452325, 11.5856968 50.9452418, 11.5855665 50.9452698, 11.5854004 50.9453055, 11.5851334 50.9453203, 11.5848416 50.9453906)",,"[24806914, 36509205]",,,
269515006,425377128,False,,,329.433,30,Am Nordfriedhof,,residential,,"LINESTRING (11.5868401 50.9429852, 11.587142 50.942063, 11.5872331 50.9418654, 11.5872813 50.9417435, 11.587307 50.9417, 11.5872659 50.9415115, 11.5872993 50.9413566, 11.5874588 50.9411735, 11.587529 50.941093, 11.5875481 50.9408189, 11.587398 50.940268, 11.5873085 50.9401155)",,36509205,,,
269515006,269514998,False,,,194.387,30,Ricarda-Huch-Weg,,residential,,"LINESTRING (11.5868401 50.9429852, 11.5864118 50.9424602, 11.5861538 50.9419653, 11.5861397 50.9419189, 11.586016 50.941513, 11.5859175 50.9413479)",,"[891954521, 24212004]",,,
269515009,269479686,False,,,67.92699999999999,30,Hilgenfeldweg,,residential,,"LINESTRING (11.5872157 50.9394625, 11.5870808 50.9394604, 11.5869656 50.9393769, 11.5865218 50.93907)",,24806932,,,
269515012,425377128,True,,,163.56999999999996,30,Hufelandweg,,residential,,"LINESTRING (11.5879497 50.9393227, 11.5881216 50.9395183, 11.5883702 50.9396591, 11.5885072 50.9397398, 11.5885542 50.9398061, 11.5884904 50.9398341, 11.5883122 50.9398723, 11.588175 50.9399026, 11.5880438 50.9399246, 11.5879139 50.9399584, 11.5875779 50.9400463, 11.5874941 50.9400713, 11.5873085 50.9401155)",,24807554,,,
269515017,425377128,False,,,9.644,30,Hufelandweg,,residential,,,,24803782,,,
269515017,265782204,False,,,110.813,30,Hufelandweg,,residential,,"LINESTRING (11.5872542 50.9400358, 11.5867872 50.9401317, 11.5862844 50.9402215, 11.5857428 50.9403288)",,24803782,,,
269515017,265782443,True,,,73.895,30,Hufelandweg,,residential,,"LINESTRING (11.5872542 50.9400358, 11.5872694 50.9398585, 11.5874484 50.9396947, 11.5877414 50.9395016, 11.5877654 50.9394871)",,24807556,,,
269515528,269515529,False,yes,,175.70399999999998,30,Emil-Wölk-Straße,,residential,,"LINESTRING (11.6085759 50.8817345, 11.6078719 50.8823438, 11.607771 50.8824312, 11.6072941 50.882844, 11.6072728 50.8828624, 11.607197 50.882928, 11.6071006 50.8830114)",,24806973,,,
269515528,452498737,False,yes,,638.7949999999998,30,Emil-Wölk-Straße,,residential,,"LINESTRING (11.6085759 50.8817345, 11.6088338 50.8815815, 11.6089605 50.8815234, 11.609165 50.8814296, 11.609199 50.881414, 11.6092454 50.8813927, 11.6095788 50.8812889, 11.6097289 50.8812528, 11.6099331 50.8812101, 11.6100545 50.8811862, 11.6102325 50.8811511, 11.6107868 50.8810686, 11.6112039 50.881028, 11.6114752 50.8810016, 11.6117838 50.8809819, 11.6119705 50.8809863, 11.6122272 50.8810558, 11.6129141 50.8813423, 11.6135187 50.8816251, 11.6144733 50.8820689, 11.6146032 50.882129, 11.6147312 50.8821879, 11.6148276 50.882231, 11.6148844 50.8822745, 11.6149189 50.8823136, 11.6149422 50.8823521, 11.6149474 50.8824069, 11.6149292 50.8824617, 11.6148785 50.8825208, 11.6145083 50.882855, 11.6144093 50.882942, 11.614354 50.8829903, 11.614061 50.8832622)",,"[24249369, 24806973]",,,
269515528,285893523,False,yes,,309.52700000000004,30,Felix-Auerbach-Straße,,residential,,"LINESTRING (11.6085759 50.8817345, 11.6083419 50.8816165, 11.6073769 50.8811507, 11.6071575 50.8810609, 11.6070018 50.8810488, 11.6068951 50.8810837, 11.6068611 50.8810948, 11.6066532 50.8812736, 11.6063667 50.8815199, 11.6059962 50.8818505, 11.6058772 50.8819581, 11.6056161 50.88219, 11.6055092 50.8822847)",,"[966251803, 966251793, 25629267, 966251779]",,,
269515529,262543507,False,,,64.008,30,Stauffenbergstraße,,residential,,"LINESTRING (11.6071006 50.8830114, 11.6071965 50.8830552, 11.6078396 50.883349)",,24249362,,,
269515529,285893523,False,,,137.817,30,Stauffenbergstraße,,residential,,"LINESTRING (11.6071006 50.8830114, 11.6069371 50.8829367, 11.606728 50.8828412, 11.6062527 50.8826243, 11.6059784 50.882499, 11.6056828 50.8823641, 11.6056089 50.8823303, 11.6055092 50.8822847)",,24249362,,,
269515529,297737468,False,yes,,111.761,30,Emil-Wölk-Straße,,residential,,"LINESTRING (11.6071006 50.8830114, 11.6070082 50.8830516, 11.6061425 50.8838096)",,24806973,,,
269515529,269515528,False,yes,,175.704,30,Emil-Wölk-Straße,,residential,,"LINESTRING (11.6071006 50.8830114, 11.607197 50.882928, 11.6072728 50.8828624, 11.6072941 50.882844, 11.607771 50.8824312, 11.6078719 50.8823438, 11.6085759 50.8817345)",,24806973,,,
269523338,3154748170,False,,,54.19199999999999,30,Kritzegraben,,residential,,"LINESTRING (11.5857733 50.9337864, 11.5859032 50.9338002, 11.5860867 50.9338172, 11.586314 50.9338439, 11.5865377 50.9338586)",,24807703,,,
269658985,257705200,True,,,73.022,30,St.-Jakob-Straße,,residential,,,,24821187,,,
269658985,3154748171,False,,,9.798,30,Thomas-Mann-Straße,,residential,,,,268968600,,,
269658985,269483116,False,,,240.77500000000003,30,Kritzegraben,,residential,,"LINESTRING (11.5865356 50.9337447, 11.5865094 50.9334584, 11.5865064 50.933426, 11.5864394 50.933211, 11.5863709 50.9331274, 11.5862208 50.9330806, 11.5860779 50.9330833, 11.5859526 50.9331045, 11.5858418 50.9331614, 11.5857733 50.9332138, 11.5856602 50.9334601, 11.5855952 50.933593, 11.5855506 50.9336438, 11.585492 50.9336914, 11.5854549 50.9337115, 11.5853995 50.9337236, 11.5853378 50.9337258, 11.5845843 50.9336807)",,172128636,,,
269659631,7293292390,False,,,65.224,30,Sophienstraße,,residential,,"LINESTRING (11.5889459 50.9356948, 11.5888675 50.9351535, 11.5888624 50.9351106)",,24004351,,,
269904501,485964673,False,,,283.082,30,Spitzweidenweg,,residential,,"LINESTRING (11.5944306 50.9404046, 11.5944716 50.9404379, 11.5949065 50.9407915, 11.595371 50.9411111, 11.595781 50.9414107, 11.5963306 50.9417424, 11.5963377 50.9417467, 11.596713 50.9417987, 11.5970391 50.941961, 11.597288 50.9421395)",,35068328,,,
269904501,84525011,False,,,61.551,50,Scharnhorststraße,,residential,,"LINESTRING (11.5944306 50.9404046, 11.5937817 50.940606, 11.5936421 50.9406486)",,35115903,,,
269904501,277587654,False,,,398.141,,Spitzweidenweg,,residential,,"LINESTRING (11.5944306 50.9404046, 11.5940378 50.939921, 11.5937526 50.9393694, 11.5934049 50.938697, 11.5932597 50.9384161, 11.5932103 50.9383267, 11.5932008 50.9381618, 11.5932392 50.9379973, 11.5932462 50.9379081, 11.5932071 50.937813, 11.5931133 50.9377203, 11.5930154 50.9376676, 11.5928862 50.9376005, 11.5926214 50.9373697, 11.5924758 50.9372393, 11.5923833 50.9371578)",,"[506997074, 300933812, 300933813]",,,
269905059,52025629,False,,,61.785,30,Wenigenjenaer Platz,,residential,,,,6231480,,,
269905059,3378727126,False,,,52.945,30,Magnus-Poser-Straße,,residential,,,,514597930,,,
269905059,3378367343,True,,,102.251,30,Magnus-Poser-Straße,,residential,,"LINESTRING (11.5992998 50.929923, 11.5998399 50.9297263, 11.6002359 50.9295821, 11.6003836 50.9295283, 11.6005134 50.9294461, 11.6005298 50.9294357)",,248234865,,,
269905899,262874692,False,,,108.59700000000001,30,Kunitzer Straße,,residential,,"LINESTRING (11.6039365 50.9315763, 11.6040232 50.9318564, 11.6040388 50.9319068, 11.6040591 50.9319725, 11.6040824 50.9320056, 11.604167 50.9321257, 11.6045067 50.9324699)",,24278698,,,
269905899,3378420410,False,,,40.916,30,Schlippenstraße,,residential,,"LINESTRING (11.6039365 50.9315763, 11.6041915 50.9314133, 11.604345 50.9313134)",,39398164,,,
269905899,3378346849,False,,,81.717,30,Schlippenstraße,,residential,,"LINESTRING (11.6039365 50.9315763, 11.603216 50.9319562, 11.6030473 50.9320516)",,330038186,,,
269917602,268754234,False,,,40.171,30,Schulstraße,,residential,,,,514597929,,,
269917602,3378727126,False,,,50.852,30,Schulstraße,,residential,,,,514597929,,,
269972040,296193896,False,,,504.35900000000004,30,Coppanzer Weg,,residential,,"LINESTRING (11.5525901 50.9078191, 11.5529823 50.9076538, 11.553715 50.907077, 11.5546 50.906696, 11.5547723 50.9066373, 11.5549894 50.9065453, 11.55585 50.90627, 11.5559086 50.9062551, 11.5562599 50.9061659, 11.5566303 50.9060719, 11.5569346 50.9059677, 11.5570818 50.9059136, 11.5571529 50.9058711, 11.5573806 50.9057162, 11.5574916 50.9055864, 11.5575362 50.9054822, 11.5576424 50.9051958, 11.5577127 50.9049519)",,"[24784434, 27275383]",,,
269973062,257752165,False,,,123.968,30,Ahornstraße,,residential,,,,527336935,,,
269973062,1854491053,False,,,86.485,30,Holunderweg,,residential,,"LINESTRING (11.5780882 50.9074531, 11.5780461 50.9074374, 11.5774796 50.9073922, 11.57687 50.9073486)",,24848655,,,
269973062,1854491045,False,,,96.023,30,Ahornstraße,,residential,,"LINESTRING (11.5780882 50.9074531, 11.5787395 50.9071142, 11.579104 50.9068759)",,527336935,,,
269975504,295402317,False,,,44.158,,Gustav-Freytag-Straße,,residential,,"LINESTRING (11.5746128 50.9088001, 11.5746108 50.9088991, 11.574514 50.9091909)",,24848795,,,
269975504,285889369,False,,,110.02600000000001,30,Hermann-Löns-Straße,,residential,,"LINESTRING (11.5746128 50.9088001, 11.5748024 50.9087129, 11.5749616 50.9086085, 11.5753243 50.9083469, 11.575671 50.9080746)",,177536282,,,
269975504,3190465255,False,,,121.915,30,Hermann-Löns-Straße,,residential,,"LINESTRING (11.5746128 50.9088001, 11.5743758 50.908882, 11.5743155 50.9089012, 11.5740904 50.9089729, 11.573797 50.9090663, 11.5736916 50.9090999, 11.5735683 50.9091585, 11.5734604 50.9092558, 11.5732714 50.9094485)",,177536282,,,
270394945,270394946,False,,,6.586,20,Weigelstraße,,residential,,,,172441566,,,
270394945,1401374264,True,,,108.923,,Hinter der Kirche,,residential,,"LINESTRING (11.587141 50.9296682, 11.5875037 50.9296311, 11.5880038 50.929587, 11.588273 50.929519, 11.58838 50.929401, 11.5884786 50.9293585, 11.588535 50.9293551)",,167167870,,,
270394945,260383988,False,,,104.25699999999999,20,"['Weigelstraße', 'Rathausgasse', 'Kirchplatz']",,residential,,"LINESTRING (11.587141 50.9296682, 11.5870325 50.9291097, 11.5869901 50.9288985, 11.5869857 50.9288768, 11.5872073 50.928865)",,"[27505565, 172441566, 24011534]",,,
270394946,270394945,False,,,6.586,20,Weigelstraße,,residential,,,,172441566,,,
270394946,265481394,False,,,15.526,20,Weigelstraße,,residential,,,,172441566,,,
270394946,270430310,False,,,83.641,,Jenergasse,,living_street,,"LINESTRING (11.5871493 50.9297272, 11.5870727 50.9297281, 11.5870146 50.9297288, 11.5866557 50.9297432, 11.5865642 50.9297232, 11.5864968 50.9296751, 11.5863591 50.9295092, 11.586217 50.9294175)",,24884866,,,
270395654,270606692,False,,,68.939,30,Leipziger Straße,,residential,,,,24884948,,,
270395654,270395840,False,,,227.642,30,Leipziger Straße,,residential,,"LINESTRING (11.595497 50.943128, 11.5956744 50.9432413, 11.5958259 50.9433351, 11.5962841 50.943606, 11.5968152 50.9439115, 11.5973401 50.9442178, 11.5978823 50.9445175)",,24884966,,,
270395654,270395842,False,,,317.701,30,Leipziger Straße,,residential,,"LINESTRING (11.595497 50.943128, 11.5953229 50.9430237, 11.5950101 50.9428363, 11.5944737 50.9425069, 11.5944428 50.9424863, 11.5943524 50.9424314, 11.5942788 50.9423834, 11.5938126 50.9420642, 11.5933439 50.9417109, 11.5933015 50.9416687, 11.5931061 50.9414936, 11.5926219 50.941017, 11.5925792 50.9409595)",,"[953533660, 953533661, 953533662]",,,
270395655,270606692,False,,,32.949,30,Leipziger Straße,,residential,,"LINESTRING (11.5964815 50.9424551, 11.5964114 50.9425215, 11.5961735 50.9426778)",,24884948,,,
270395655,84524332,False,,,469.362,50,Camburger Straße,2,primary,,"LINESTRING (11.5964815 50.9424551, 11.5967101 50.9425578, 11.5969033 50.9426666, 11.5974631 50.9429735, 11.5978831 50.9432211, 11.5984529 50.9435261, 11.598823 50.9437242, 11.5990535 50.9438344, 11.5994586 50.9440115, 11.5996779 50.9440989, 11.5999088 50.9441835, 11.6002925 50.9443198, 11.600695 50.9444527, 11.6009382 50.944532, 11.6013897 50.9446817, 11.6014588 50.9447048, 11.6019246 50.9448803)",,"[267219755, 313579206]",,B 88,
270395655,84525011,False,,,283.354,50,Camburger Straße,"['2', '3']",primary,,"LINESTRING (11.5964815 50.9424551, 11.595428 50.94186, 11.5951436 50.9416885, 11.5945977 50.9413641, 11.5943315 50.941185, 11.5942 50.94109, 11.5938076 50.9407698, 11.5936421 50.9406486)",,"[313579208, 405119496, 35115902, 313579206]",,B 88,
270395840,270395654,False,,,227.642,30,Leipziger Straße,,residential,,"LINESTRING (11.5978823 50.9445175, 11.5973401 50.9442178, 11.5968152 50.9439115, 11.5962841 50.943606, 11.5958259 50.9433351, 11.5956744 50.9432413, 11.595497 50.943128)",,24884966,,,
270395840,270606692,False,,,298.66399999999993,,"['Friedrich-Wolf-Straße', 'Fritz-Kalisch-Straße']",,living_street,,"LINESTRING (11.5978823 50.9445175, 11.5979262 50.9444906, 11.5985702 50.9439883, 11.5980396 50.9436764, 11.5974872 50.9434217, 11.5970614 50.9431913, 11.5969752 50.9431447, 11.5964903 50.9428666, 11.5962374 50.9427159, 11.5961735 50.9426778)",,"[24906420, 26750533]",,,
270395840,331054752,False,,,98.716,30,Friedrich-Wolf-Straße,,residential,,"LINESTRING (11.5978823 50.9445175, 11.597701 50.9446508, 11.5976368 50.9447015, 11.597442 50.9448316, 11.597245 50.9449511, 11.5969144 50.9451617)",,"[953533656, 953533658, 953533659]",,,
270395842,270396026,True,,,121.027,50,Leipziger Straße,,residential,,,,34070384,,,
270395842,2026739692,False,,,83.776,50,Scharnhorststraße,2,residential,,"LINESTRING (11.5925792 50.9409595, 11.591972 50.9411806, 11.5918134 50.9412423, 11.5917123 50.9412801, 11.5915684 50.9413308, 11.5915451 50.9413374)",,24884935,,,
270395842,84525011,False,,,82.214,50,Scharnhorststraße,2,residential,,"LINESTRING (11.5925792 50.9409595, 11.5930091 50.9408134, 11.5935429 50.9406732, 11.5936421 50.9406486)",,"[300933811, 898082063]",,,
270395842,270395654,False,,,317.70099999999996,30,Leipziger Straße,,residential,,"LINESTRING (11.5925792 50.9409595, 11.5926219 50.941017, 11.5931061 50.9414936, 11.5933015 50.9416687, 11.5933439 50.9417109, 11.5938126 50.9420642, 11.5942788 50.9423834, 11.5943524 50.9424314, 11.5944428 50.9424863, 11.5944737 50.9425069, 11.5950101 50.9428363, 11.5953229 50.9430237, 11.595497 50.943128)",,"[953533660, 953533661, 953533662]",,,
270395848,287519415,False,,,13.463000000000001,30,Hufelandweg,2,residential,,"LINESTRING (11.5887255 50.9379777, 11.5887038 50.9379837, 11.5885642 50.9380431)",,30056424,,,
270395848,268754673,False,,,165.441,30,Dornburger Straße,2,tertiary,,"LINESTRING (11.5887255 50.9379777, 11.5888222 50.9381409, 11.5889471 50.9383076, 11.5892944 50.9386973, 11.5898497 50.9392831)",,198770686,,,
270395848,268298003,False,,,223.464,30,Dornburger Straße,2,tertiary,,"LINESTRING (11.5887255 50.9379777, 11.588698 50.9379139, 11.5886688 50.9378463, 11.5886639 50.937831, 11.5885223 50.9371919, 11.5885071 50.937109, 11.5884888 50.936981, 11.5884902 50.9368383, 11.5885049 50.9367089, 11.5885475 50.9365482, 11.5886421 50.9363319, 11.5888398 50.9360146)",,"[47066944, 24683392, 198770686]",,,
270396012,2026764471,True,,,126.43199999999999,50,Leipziger Straße,,residential,,"LINESTRING (11.5908291 50.9388602, 11.5901805 50.9380208, 11.5900141 50.9378465)",,34070384,,,
270396025,2026739692,False,,,129.071,30,Dornburger Straße,2,tertiary,,"LINESTRING (11.5907909 50.9402826, 11.5909965 50.9405139, 11.591101 50.9406276, 11.5912621 50.9408313, 11.5913177 50.9409287, 11.5914006 50.9410666, 11.5915451 50.9413374)",,198770686,,,
270396025,268754673,False,,,129.23999999999998,30,Dornburger Straße,2,tertiary,,"LINESTRING (11.5907909 50.9402826, 11.5903239 50.9397864, 11.5902648 50.9397274, 11.5901282 50.9395872, 11.5898497 50.9392831)",,198770686,,,
270396026,270396012,True,,,143.03199999999998,50,Leipziger Straße,,residential,,"LINESTRING (11.5918528 50.939972, 11.5914449 50.9395397, 11.5913016 50.9393734, 11.5909988 50.9390157, 11.5908291 50.9388602)",,34070384,,,
270396026,270396025,True,,,82.04899999999999,50,Gneisenaustraße,,residential,,"LINESTRING (11.5918528 50.939972, 11.5914786 50.9400736, 11.5911699 50.9401684, 11.5910868 50.9401939, 11.5908199 50.9402745, 11.5907909 50.9402826)",,"[24884995, 993219157]",,,
270430310,2539596270,False,,,29.151,,Jenergasse,,living_street,,,,24884866,,,
